Parent Molecule,Name,InChIKey,Smiles,Drug Type,Administration_Routes,SideEffects,Oral,Parenteral,Topical,Phase,First Approval,Withdrawn Flag
CHEMBL1863513,INGENOL MEBUTATE,VDJHFHXMUKFKET-WDUFCVPESA-N,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,1:Synthetic Small Molecule,,,0,0,1,4.0,2010.0,True
CHEMBL4303596,AMG-319,KWRYMZHCQIOOEB-LBPRGKRZSA-N,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1201346,BALSALAZIDE,IPOKCKJONYRRHP-UHFFFAOYSA-N,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,1:Synthetic Small Molecule,,,1,0,0,4.0,2000.0,False
CHEMBL4284604,AVIBACTAM TOMILOPIL,JHSLCXRZVJOZQZ-ZJUUUORDSA-N,CCOC(=O)C(C)(C)COS(=O)(=O)ON1C(=O)N2C[C@H]1CC[C@H]2C(N)=O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1255800,FIDAXOMICIN,ZVGNESXIJDCBKN-UUEYKCAUSA-N,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,1:Synthetic Small Molecule,,,1,0,0,4.0,2011.0,False
CHEMBL592054,IMIGLITAZAR,ULVDFHLHKNJICZ-QCWLDUFUSA-N,Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL631,PROPAFENONE,JWHAUXFOSRPERK-UHFFFAOYSA-N,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1:Synthetic Small Molecule,,,1,0,0,4.0,1989.0,False
CHEMBL4847106,CC-90001,QBBRJRLJWXRSHQ-CKYFFXLPSA-N,C[C@@H]1CC[C@@H](Nc2nc(NC(C)(C)C)ncc2C(N)=O)C[C@H]1O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL4110551,SITOKIREN,GRTDDIZIUSADLD-CRAIPNDOSA-N,COC(=O)NCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL1276127,INDIRUBIN,JNLNPCNGMHKCKO-UHFFFAOYSA-N,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL5095074,ONFASPRODIL,NEFQLCKWVRZEJA-ZWVKXQFTSA-N,Oc1ccc([C@@H](O)CN2C[C@H]3C[C@H](Oc4ccccc4F)C[C@H]3C2)nc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL290916,EDARAVONE,QELUYTUMUWHWMC-UHFFFAOYSA-N,CC1=NN(c2ccccc2)C(=O)C1,1:Synthetic Small Molecule,,,1,1,0,4.0,2017.0,False
CHEMBL431770,ISTRADEFYLLINE,IQVRBWUUXZMOPW-PKNBQFBNSA-N,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,1:Synthetic Small Molecule,,,1,0,0,4.0,2013.0,False
CHEMBL1443,NAFCILLIN,GPXLMGHLHQJAGZ-JTDSTZFVSA-N,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1:Synthetic Small Molecule,,,1,1,0,4.0,1965.0,False
CHEMBL413,SIROLIMUS,QFJCIRLUMZQUOT-HPLJOQBZSA-N,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1:Synthetic Small Molecule,,,1,1,1,4.0,1999.0,False
CHEMBL1083659,SUVOREXANT,JYTNQNCOQXFQPK-MRXNPFEDSA-N,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,1:Synthetic Small Molecule,,,1,0,0,4.0,2014.0,False
CHEMBL1652606,CEFTOBIPROLE MEDOCARIL FREE ACID,HFTSMHTWUFCYMJ-FDNJTQOMSA-N,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,1:Synthetic Small Molecule,,,0,1,0,4.0,2024.0,False
CHEMBL29292,UBENIMEX,VGGGPCQERPFHOB-RDBSUJKOSA-N,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1082,AMOXICILLIN,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1:Synthetic Small Molecule,,,1,0,0,4.0,1974.0,False
CHEMBL1321,PROCARBAZINE,CPTBDICYNRMXFX-UHFFFAOYSA-N,CNNCc1ccc(C(=O)NC(C)C)cc1,1:Synthetic Small Molecule,,,1,0,0,4.0,1969.0,False
CHEMBL2220486,LUCITANIB,CUDVHEFYRIWYQD-UHFFFAOYSA-N,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1196,PROPARACAINE,KCLANYCVBBTKTO-UHFFFAOYSA-N,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,1:Synthetic Small Molecule,,,0,0,1,4.0,1953.0,False
CHEMBL312443,GABOXADOL,ZXRVKCBLGJOCEE-UHFFFAOYSA-N,Oc1noc2c1CCNC2,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL3187683,ARUNDIC ACID,YCYMCMYLORLIJX-SNVBAGLBSA-N,CCCCCC[C@@H](CCC)C(=O)O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL372795,STREPTOMYCIN,UCSJYZPVAKXKNQ-HZYVHMACSA-N,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,1:Synthetic Small Molecule,,,0,1,0,4.0,1946.0,False
CHEMBL108,CARBAMAZEPINE,FFGPTBGBLSHEPO-UHFFFAOYSA-N,NC(=O)N1c2ccccc2C=Cc2ccccc21,1:Synthetic Small Molecule,,,1,1,0,4.0,1968.0,False
CHEMBL1614701,SELUMETINIB,CYOHGALHFOKKQC-UHFFFAOYSA-N,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,1:Synthetic Small Molecule,,,1,0,0,4.0,2020.0,False
CHEMBL95,TACRINE,YLJREFDVOIBQDA-UHFFFAOYSA-N,Nc1c2c(nc3ccccc13)CCCC2,1:Synthetic Small Molecule,,,1,0,0,4.0,1993.0,False
CHEMBL4650733,LIXUMISTAT,NGFUHJWVBKTNOE-UHFFFAOYSA-N,N=C(NC(=N)N1CCCC1)Nc1ccc(OC(F)(F)F)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL109831,DEXELVUCITABINE,HSBKFSPNDWWPSL-CAHLUQPWSA-N,Nc1nc(=O)n([C@H]2C=C[C@@H](CO)O2)cc1F,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1425,MERCAPTOPURINE ANHYDROUS,GLVAUDGFNGKCSF-UHFFFAOYSA-N,Sc1ncnc2nc[nH]c12,1:Synthetic Small Molecule,,,1,0,0,4.0,1953.0,False
CHEMBL3673096,JTT-251,KNPYQCPWTWANOG-RUZDIDTESA-N,CC(C)(O)CCOc1cc(-c2cnn(C(C)(C)C(N)=O)c2)c2c(c1)[C@@](O)(C(F)(F)F)c1ccccc1-2,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL14060,PHENOL,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,1:Synthetic Small Molecule,,,0,0,0,4.0,,True
CHEMBL180101,ESREBOXETINE,CBQGYUDMJHNJBX-OALUTQOASA-N,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL1201087,CABERGOLINE,KORNTPPJEAJQIU-KJXAQDMKSA-N,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,1:Synthetic Small Molecule,,,1,0,0,4.0,1996.0,False
CHEMBL3707347,VERINURAD,YYBOLPLTQDKXPM-UHFFFAOYSA-N,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL447878,N-ACETYLGLUCOSAMINE,OVRNDRQMDRJTHS-FMDGEEDCSA-N,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL558,MEXILETINE,VLPIATFUUWWMKC-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(C)N,1:Synthetic Small Molecule,,,1,0,0,4.0,1985.0,False
CHEMBL2068839,RISLENEMDAZ,RECBFDWSXWAXHY-IAGOWNOFSA-N,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL4227736,TOLUDESVENLAFAXINE,QKYBZJLEMOZFFU-UHFFFAOYSA-N,Cc1ccc(C(=O)Oc2ccc(C(CN(C)C)C3(O)CCCCC3)cc2)cc1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL1164729,FEBUXOSTAT,BQSJTQLCZDPROO-UHFFFAOYSA-N,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,1:Synthetic Small Molecule,,,1,0,0,4.0,2008.0,False
CHEMBL726,FLUPHENAZINE,PLDUPXSUYLZYBN-UHFFFAOYSA-N,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1:Synthetic Small Molecule,,,1,1,0,4.0,1959.0,False
CHEMBL1929396,ANAGLIPTIN,LDXYBEHACFJIEL-HNNXBMFYSA-N,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,1:Synthetic Small Molecule,,,1,0,0,4.0,2012.0,False
CHEMBL159,VINBLASTINE,JXLYSJRDGCGARV-CFWMRBGOSA-N,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1:Synthetic Small Molecule,,,0,1,0,4.0,1965.0,False
CHEMBL308148,SAREDUTANT,PGKXDIMONUAMFR-AREMUKBSSA-N,CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL73234,CARBETAPENTANE,CFJMRBQWBDQYMK-UHFFFAOYSA-N,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,1:Synthetic Small Molecule,,,1,0,0,4.0,,True
CHEMBL1141,POTASSIUM IODIDE,NLKNQRATVPKPDG-UHFFFAOYSA-M,[I-].[K+],9:Inorganic,,,1,0,0,4.0,1979.0,False
CHEMBL305660,EBASTINE,MJJALKDDGIKVBE-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,1:Synthetic Small Molecule,,,1,0,0,4.0,1990.0,False
CHEMBL855,TRIPROLIDINE,CBEQULMOCCWAQT-WOJGMQOQSA-N,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1:Synthetic Small Molecule,,,1,0,0,4.0,1982.0,False
CHEMBL3746388,TERN-101,RPVDFHPBGBMWID-UHFFFAOYSA-N,Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1873475,IBRUTINIB,XYFPWWZEPKGCCK-GOSISDBHSA-N,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1:Synthetic Small Molecule,,,1,0,0,4.0,2013.0,False
CHEMBL4533605,ZIDEBACTAM,YCZPXRQPDCXTIO-BBBLOLIVSA-N,O=C(NNC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)[C@@H]1CCCNC1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL1628227,DOXEPIN,ODQWQRRAPPTVAG-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2COc2ccccc21,1:Synthetic Small Molecule,,,1,0,1,4.0,1969.0,False
CHEMBL230006,ENOXOLONE,MPDGHEJMBKOTSU-YKLVYJNSSA-N,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL116,AMPRENAVIR,YMARZQAQMVYCKC-OEMFJLHTSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,1:Synthetic Small Molecule,,,1,0,0,4.0,1999.0,False
CHEMBL224325,CHLORQUINALDOL,GPTXWRGISTZRIO-UHFFFAOYSA-N,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL248702,DEXFENFLURAMINE,DBGIVFWFUFKIQN-VIFPVBQESA-N,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,1:Synthetic Small Molecule,,,0,0,0,4.0,,True
CHEMBL4303729,PLIXORAFENIB,YYACLQUDUDXAPA-MRXNPFEDSA-N,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL119385,NEFLAMAPIMOD,VEPKQEUBKLEPRA-UHFFFAOYSA-N,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL4303782,ZOTATIFIN,QYCXWOACFWMQFO-WZWZCULESA-N,COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL431733,NAMODENOSON,IPSYPUKKXMNCNQ-PFHKOEEOSA-N,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL2023898,DACLATASVIR,FKRSSPOQAMALKA-CUPIEXAXSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,1:Synthetic Small Molecule,,,1,0,0,4.0,2014.0,False
CHEMBL1729,CISAPRIDE,DCSUBABJRXZOMT-UHFFFAOYSA-N,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,1:Synthetic Small Molecule,,,1,0,0,4.0,1993.0,True
CHEMBL1624126,XANTHINOL,DSFGXPJYDCSWTA-UHFFFAOYSA-N,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3545157,TIDEGLUSIB,PMJIHLSCWIDGMD-UHFFFAOYSA-N,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3137332,FEVIPIPRANT,GFPPXZDRVCSVNR-UHFFFAOYSA-N,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1C(F)(F)F,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL896,HYDROXYZINE,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1:Synthetic Small Molecule,,,1,1,0,4.0,1956.0,False
CHEMBL4068108,CP-461 FREE BASE,NVCAMOJXQVJSOM-XKZIYDEJSA-N,CC1=C(CC(=O)NCc2ccccc2)c2cc(F)ccc2/C1=C\c1ccncc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL191482,AR-42,LAMIXXKAWNLXOC-INIZCTEOSA-N,CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110679,IOMAZENIL,FRIZVHMAECRUBR-UHFFFAOYSA-N,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3139186,LY2828360,UCMNDPDJRSEZPL-UHFFFAOYSA-N,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL819,OXACILLIN,UWYHMGVUTGAWSP-JKIFEVAISA-N,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1:Synthetic Small Molecule,,,1,1,0,4.0,1971.0,False
CHEMBL607023,TEMPOL,UZFMOKQJFYMBGY-UHFFFAOYSA-N,CC1(C)CC(O)CC(C)(C)N1[O],1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1707454,SCARLET RED,RCTGMCJBQGBLKT-UHFFFAOYSA-N,Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL96783,XYLITOL,HEBKCHPVOIAQTA-NGQZWQHPSA-N,OC[C@@H](O)[C@H](O)[C@@H](O)CO,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL3907479,FGFR INHIBITOR DEBIO 1347,BEMNJULZEQTDJY-UHFFFAOYSA-N,Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL408513,BELINOSTAT,NCNRHFGMJRPRSK-MDZDMXLPSA-N,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,1:Synthetic Small Molecule,,,0,1,0,4.0,2014.0,False
CHEMBL1909284,NIPEROTIDINE,HXRSXEDVVARPHP-UDWIEESQSA-N,CN(C)Cc1ccc(CSCCN/C(=C\[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3236549,JNJ-39758979,COOGVHJHSCBOQT-MRVPVSSYSA-N,CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1090488,PF-00446687,WHPJOAUPIZDJNX-YTEQHECZSA-N,C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3716365,GLPG-1205,IRBAWVGZNJIROV-SFHVURJKSA-N,O=c1nc(OC[C@@H]2COCCO2)cc2n1CCc1cc(C#CC3CC3)ccc1-2,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3987016,MIVEBRESIB,RDONXGFGWSSFMY-UHFFFAOYSA-N,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1763,HYDROFLUMETHIAZIDE,DMDGGSIALPNSEE-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,1:Synthetic Small Molecule,,,1,0,0,4.0,1959.0,False
CHEMBL1774080,PF-00217830,QGNOXTFZOLDODX-UHFFFAOYSA-N,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)nc2N1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1181731,TEGLARINAD,RXXJCNMVVRGOJB-UHFFFAOYSA-O,COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N/C(=N/CCCCCCOc2ccc(Cl)cc2)NC#N)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL4284447,SUTIDIAZINE,HKPQFVAUXAZCDY-OAHLLOKOSA-N,Cc1nc(Nc2ncc(N3CCN(C)[C@H](C)C3)c(Nc3cc(C)n(C)n3)n2)cc(C2CC2)c1F,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL370143,PAROMOMYCIN,UOZODPSAJZTQNH-LSWIJEOBSA-N,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,1:Synthetic Small Molecule,,,1,0,0,4.0,1969.0,False
CHEMBL1949708,RELMAPIRAZIN,XHNJXRDGTITISI-QWWZWVQMSA-N,Nc1nc(C(=O)N[C@H](CO)C(=O)O)c(N)nc1C(=O)N[C@H](CO)C(=O)O,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL1201314,VALGANCICLOVIR,WPVFJKSGQUFQAP-GKAPJAKFSA-N,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,1:Synthetic Small Molecule,,,1,0,0,4.0,2001.0,False
CHEMBL1200800,CALCIUM ACETATE,VSGNNIFQASZAOI-UHFFFAOYSA-L,CC(=O)[O-].CC(=O)[O-].[Ca+2],1:Synthetic Small Molecule,,,1,1,0,4.0,1982.0,False
CHEMBL1650559,PLAZOMICIN,IYDYFVUFSPQPPV-PEXOCOHZSA-N,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,1:Synthetic Small Molecule,,,0,1,0,4.0,2018.0,False
CHEMBL1384,KANAMYCIN,SBUJHOSQTJFQJX-NOAMYHISSA-N,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,1:Synthetic Small Molecule,,,1,1,0,4.0,1973.0,False
CHEMBL157101,KETOCONAZOLE,XMAYWYJOQHXEEK-UHFFFAOYSA-N,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1:Synthetic Small Molecule,,,1,0,1,4.0,1981.0,True
CHEMBL511142,BUPRENORPHINE,RMRJXGBAOAMLHD-CTAPUXPBSA-N,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,1:Synthetic Small Molecule,,,0,1,1,4.0,1981.0,False
CHEMBL1201,THIOTHIXENE,GFBKORZTTCHDGY-UWVJOHFNSA-N,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1:Synthetic Small Molecule,,,1,1,0,4.0,1967.0,False
CHEMBL110094,MELITRACEN,GWWLWDURRGNSRS-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL4592045,NAVACAPRANT,CQOJHAJWCDJEAT-UHFFFAOYSA-N,CCc1cc(F)c2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(C)c2c1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL128748,DIMETHYLCURCUMIN,ZMGUKFHHNQMKJI-CIOHCNBKSA-N,COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2017179,EVACETRAPIB,IHIUGIVXARLYHP-UXNJHFGPSA-N,Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL3786343,OLMUTINIB,FDMQDKQUTRLUBU-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,1:Synthetic Small Molecule,,,1,0,0,4.0,2016.0,False
CHEMBL1200694,SEVOFLURANE,DFEYYRMXOJXZRJ-UHFFFAOYSA-N,FCOC(C(F)(F)F)C(F)(F)F,1:Synthetic Small Molecule,,,0,0,1,4.0,1995.0,False
CHEMBL1599,CEPHAPIRIN,UQLLWWBDSUHNEB-CZUORRHYSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,1:Synthetic Small Molecule,,,0,1,0,4.0,1974.0,False
CHEMBL65067,DOFEQUIDAR,KLWUUPVJTLHYIM-UHFFFAOYSA-N,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
