"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL2104365";"LEIOPYRROLE";"DV-714|LEIOPIRROL|LEIOPYRROLE";"DV-714";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1";"InChI=1S/C23H28N2O/c1-4-24(5-2)17-18-26-23-14-10-9-13-22(23)25-19(3)15-16-21(25)20-11-7-6-8-12-20/h6-16H,4-5,17-18H2,1-3H3";"False";"0"
"CHEMBL2106204";"DOPAMANTINE";"DOPAMANTINA|DOPAMANTINE|N-ADAMANTANOYL DOPAMINE|NSC-172619|SCH 15507|SCH-15507";"NSC-172619|SCH 15507|SCH-15507";"2.0";"";"'-mantine'";"1974";"antivirals/antiparkinsonians (adamantane derivatives)";"'-mantine(-mantine)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(NCCc1ccc(O)c(O)c1)C12CC3CC(CC(C3)C1)C2";"InChI=1S/C19H25NO3/c21-16-2-1-12(8-17(16)22)3-4-20-18(23)19-9-13-5-14(10-19)7-15(6-13)11-19/h1-2,8,13-15,21-22H,3-7,9-11H2,(H,20,23)";"False";"0"
"CHEMBL2104620";"CLIBUCAINE";"CLIBUCAINA|CLIBUCAINE";"";"2.0";"";"'-caine'";"";"local anesthetics";"'-caine(-caine)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(CC(=O)Nc1ccc(Cl)cc1Cl)N1CCCCC1";"InChI=1S/C15H20Cl2N2O/c1-11(19-7-3-2-4-8-19)9-15(20)18-14-6-5-12(16)10-13(14)17/h5-6,10-11H,2-4,7-9H2,1H3,(H,18,20)";"False";"0"
"CHEMBL2107417";"LEVLOFEXIDINE";"LEVLOFEXIDINA|LEVLOFEXIDINE|LOFEXIDINE, (R)-";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@H](Oc1c(Cl)cccc1Cl)C1=NCCN1";"InChI=1S/C11H12Cl2N2O/c1-7(11-14-5-6-15-11)16-10-8(12)3-2-4-9(10)13/h2-4,7H,5-6H2,1H3,(H,14,15)/t7-/m1/s1";"False";"0"
"CHEMBL46917";"CARBARIL";"CARBARIL|CARBARILO|CARBARYL|CARYLDERM|CLINICIDE|DERBAC|DERBAC-C|ENT-23969|NSC-27311|SULEO-C";"ENT-23969|NSC-27311";"4.0";"";"'-aril'";"";"antiviral (arildone derivatives)";"'-aril(-aril)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CNC(=O)Oc1cccc2ccccc12";"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)";"True";"0"
"CHEMBL1909289";"XENAZOIC ACID";"ACIDE XENAZOIQUE|ACIDO XENAZOICO|CV 58903|CV-58903|NSC-43842|NSC-58991|NSC-59182|SKF-8318|XANALAMINE|XENAZOIC ACID|XENOVIS";"CV 58903|CV-58903|NSC-43842|NSC-58991|NSC-59182|SKF-8318";"4.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1";"InChI=1S/C23H21NO4/c1-2-28-22(24-20-14-12-19(13-15-20)23(26)27)21(25)18-10-8-17(9-11-18)16-6-4-3-5-7-16/h3-15,22,24H,2H2,1H3,(H,26,27)";"True";"0"
"CHEMBL1201056";"SULFACYTINE";"CI-636|NSC-356717|RENOQUID|SULFACITINA|SULFACITINE|SULFACYTINE";"CI-636|NSC-356717";"4.0";"Glenwood Inc";"'sulfa-'";"1972";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1975";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O";"InChI=1S/C12H14N4O3S/c1-2-16-8-7-11(14-12(16)17)15-20(18,19)10-5-3-9(13)4-6-10/h3-8H,2,13H2,1H3,(H,14,15,17)";"False";"0"
"CHEMBL1200623";"ETHYLESTRENOL";"DURABOLIN-O|DURABORAL|ETHYLESTRENOL|ETHYLNANDROL|ETHYLOESTRENOL|ETILESTRENOL|MAXIBOLIN|NSC-37726|ORABOLIN";"NSC-37726";"4.0";"Organon Usa Inc";"'-estr-'";"1962";"estrogens";"'-estr-(-estr-)'";"1964";"A14AB02";"A14AB - Estren derivatives";"A14A - ANABOLIC STEROIDS";"A14 - ANABOLIC AGENTS FOR SYSTEMIC USE";"A - ALIMENTARY TRACT AND METABOLISM";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C";"InChI=1S/C20H32O/c1-3-20(21)13-11-18-17-9-8-14-6-4-5-7-15(14)16(17)10-12-19(18,20)2/h6,15-18,21H,3-5,7-13H2,1-2H3/t15-,16+,17+,18-,19-,20-/m0/s1";"False";"0"
"CHEMBL1200449";"TRIAMCINOLONE DIACETATE";"ARISTOCORT|ARISTOCORT FORTE|KENACORT|NSC-757356|Orion|Polcortolon|TRIAMCINOLONE 16,21-DIACETATE|TRIAMCINOLONE DIACETATE|Tedarol";"NSC-757356";"4.0";"Fosun Pharma Usa Inc|Watson Laboratories Inc|Epic Pharma Llc|Delcor Asset Corp|Astellas Pharma Us Inc";"'-olone'";"";"steroids (not prednisolone derivatives)";"'-olone(-olone)'";"1959";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"1";"0";"0";"Discontinued";"CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C";"InChI=1S/C25H31FO8/c1-13(27)33-12-20(31)25(32)21(34-14(2)28)10-18-17-6-5-15-9-16(29)7-8-22(15,3)24(17,26)19(30)11-23(18,25)4/h7-9,17-19,21,30,32H,5-6,10-12H2,1-4H3/t17-,18-,19-,21+,22-,23-,24-,25+/m0/s1";"False";"0"
"CHEMBL1236315";"TARTARIC ACID";"E 334|E-334|FEMA NO. 3044|INS NO.334|INS-334|L-TARTARIC ACID|NSC-62778|TARTARIC ACID|TARTARIC ACID COMPONENT OF BAROS|TARTRATE";"E 334|E-334|FEMA NO. 3044|INS NO.334|INS-334|NSC-62778";"4.0";"Mallinckrodt Inc";"";"";"";"";"1985";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"O=C(O)[C@H](O)[C@@H](O)C(=O)O";"InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m1/s1";"False";"0"
"CHEMBL201960";"PYROVALERONE";"J8.659B|PIROVALERONA|PYROVALERONE";"J8.659B";"4.0";"";"";"1964";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"CCCC(C(=O)c1ccc(C)cc1)N1CCCC1";"InChI=1S/C16H23NO/c1-3-6-15(17-11-4-5-12-17)16(18)14-9-7-13(2)8-10-14/h7-10,15H,3-6,11-12H2,1-2H3";"True";"0"
"CHEMBL2105312";"PROPERIDINE";"GEVELINA|IDS-NP-015|ISOPEDINE|PROPERIDIN|PROPERIDINA|PROPERIDINE";"IDS-NP-015";"2.0";"";"'-eridine'";"";"analgesics (meperidine type)";"'-eridine(-eridine)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)OC(=O)C1(c2ccccc2)CCN(C)CC1";"InChI=1S/C16H23NO2/c1-13(2)19-15(18)16(9-11-17(3)12-10-16)14-7-5-4-6-8-14/h4-8,13H,9-12H2,1-3H3";"False";"0"
"CHEMBL93747";"NETOGLITAZONE";"MCC 555|MCC-555|MCC555|NETOGLITAZONA|NETOGLITAZONE|PGX-510|RWJ-241947|netoglitazone";"MCC 555|MCC555|PGX-510|RWJ-241947";"2.0";"";"'-glitazone'";"2004";"peroxisome proliferator activiating receptor (PPAR) agonists (thiazolidene derivatives)";"'-glitazone(-glitazone)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=C1NC(=O)C(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)S1";"InChI=1S/C21H16FNO3S/c22-18-4-2-1-3-16(18)12-26-17-8-7-14-9-13(5-6-15(14)11-17)10-19-20(24)23-21(25)27-19/h1-9,11,19H,10,12H2,(H,23,24,25)";"False";"0"
"CHEMBL1447815";"INDIUM CHLORIDE";"";"";"4.0";"Curium Us Llc|Ge Healthcare";"";"";"";"";"1992";"";"";"";"";"";"None";"9:Inorganic";"0";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Discontinued";"";"";"False";"0"
"CHEMBL4475481";"ZELICAPAVIR";"EDP-938|ZELICAPAVIR";"";"2.0";"";"'-vir'";"";"antivirals: viral capsid and nucleocapsid inhibitors";"'-vir(-vir (-capavir))'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"O=C1Nc2ccccc2C(c2ccccc2)=N[C@@H]1Nc1nnc(-c2ncc(C(F)(F)F)cc2N2CCOCC2)o1";"InChI=1S/C27H22F3N7O3/c28-27(29,30)17-14-20(37-10-12-39-13-11-37)22(31-15-17)25-35-36-26(40-25)34-23-24(38)32-19-9-5-4-8-18(19)21(33-23)16-6-2-1-3-7-16/h1-9,14-15,23H,10-13H2,(H,32,38)(H,34,36)/t23-/m1/s1";"False";"0"
"CHEMBL1201766";"FOSPROPOFOL";"FOSPROPOFOL";"";"4.0";"Eisai Inc";"'fos-'";"2005";"phosphoro-derivatives";"'fos-(fos-)'";"2008";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"0";"1";"0";"0";"Discontinued";"CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O";"InChI=1S/C13H21O5P/c1-9(2)11-6-5-7-12(10(3)4)13(11)17-8-18-19(14,15)16/h5-7,9-10H,8H2,1-4H3,(H2,14,15,16)";"False";"0"
"CHEMBL4303404";"PELABRESIB";"CPI 0610|CPI-0610|CPI-0610 ANHYDROUS|CPI-232|CPI-267232|PELABRESIB|PELABRESIB ANHYDROUS|PELABRESIB MONOHYDRATE";"CPI-0610|CPI-232|CPI-267232";"3.0";"";"'-bresib'";"2021";"extra-terminal motif (BET) family of bromodomain (BRD) proteins";"'-bresib(-bresib)'";"";"L01XX84";"L01XX - Other antineoplastic agents";"L01X - OTHER ANTINEOPLASTIC AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O";"InChI=1S/C20H16ClN3O2/c1-11-18-14-4-2-3-5-15(14)19(12-6-8-13(21)9-7-12)23-16(10-17(22)25)20(18)26-24-11/h2-9,16H,10H2,1H3,(H2,22,25)/t16-/m0/s1";"False";"0"
"CHEMBL1788402";"8-HYDROXY-7-IODO-5-QUINOLINESULFONIC ACID";"8-HYDROXY-7-IODO-5-QUINOLINESULFONIC ACID";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=S(=O)(O)c1cc(I)c(O)c2ncccc12";"InChI=1S/C9H6INO4S/c10-6-4-7(16(13,14)15)5-2-1-3-11-8(5)9(6)12/h1-4,12H,(H,13,14,15)";"False";"0"
"CHEMBL3301606";"SOLCITINIB";"G-154578|G154578|GLPG-0778|GLPG-0788|GLPG0778|GSK-2586184|GSK-2586184A|GSK2586184A|SOLCITINIB|Solcitinib";"G-154578|G154578|GLPG-0778|GLPG-0788|GLPG0778|GSK-2586184|GSK-2586184A|GSK2586184A";"2.0";"";"'-tinib'";"2014";"tyrosine kinase inhibitors: tyrosine kinase inhibitors; janus kinase inhibitors";"'-tinib(-tinib (-citinib))'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1";"InChI=1S/C22H23N5O2/c1-22(2)12-26(13-22)20(29)16-10-6-14(7-11-16)17-4-3-5-18-23-21(25-27(17)18)24-19(28)15-8-9-15/h3-7,10-11,15H,8-9,12-13H2,1-2H3,(H,24,25,28)";"False";"0"
"CHEMBL83527";"PTEROSTILBENE";"4-(3,5-Dimethoxystyryl)Phenol|PTEROSTILBENE|PTEROSTILBENE COMPONENT OF EH-301|PTEROSTILBENE, (E)-|TRANS-PTEROSTILBENE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1";"InChI=1S/C16H16O3/c1-18-15-9-13(10-16(11-15)19-2)4-3-12-5-7-14(17)8-6-12/h3-11,17H,1-2H3/b4-3+";"False";"0"
"CHEMBL412272";"TAURODEOXYCHOLIC ACID";"DEOXYCHOLYLTAURINE|Deoxy Cholate|HY-209|HY209|J339.140J|TAURODEOXYCHOLIC ACID|TAURODESOXYCHOLIC ACID|TUDCABIL";"HY-209|HY209|J339.140J";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C";"InChI=1S/C26H45NO6S/c1-16(4-9-24(30)27-12-13-34(31,32)33)20-7-8-21-19-6-5-17-14-18(28)10-11-25(17,2)22(19)15-23(29)26(20,21)3/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17-,18-,19+,20-,21+,22+,23+,25+,26-/m1/s1";"False";"0"
"CHEMBL639";"AZELASTINE";"AZELASTINA|AZELASTINE|NSC-758971";"NSC-758971";"4.0";"Alembic Pharmaceuticals Ltd|Mylan Specialty Lp|Somerset Therapeutics Llc|Alkem Laboratories Ltd|Aurobindo Pharma Ltd|Sandoz Inc|Norvium Bioscience Llc|Amneal Pharmaceuticals Llc|Sun Pharmaceutical Industries Ltd|Apotex Inc Richmond Hill";"'-astine'";"1984";"antihistaminics (histamine-H1 receptor antagonists)";"'-astine(-astine)'";"1996";"R01AC03 | R06AX19 | S01GX07";"R01AC - Antiallergic agents, excl. corticosteroids | R06AX - Other antihistamines for systemic use | S01GX - Other antiallergics";"R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE | R06A - ANTIHISTAMINES FOR SYSTEMIC USE | S01G - DECONGESTANTS AND ANTIALLERGICS";"R01 - NASAL PREPARATIONS | R06 - ANTIHISTAMINES FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM | S - SENSORY ORGANS";"US-8168620-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Over the Counter";"CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1";"InChI=1S/C22H24ClN3O/c1-25-13-4-5-18(12-14-25)26-22(27)20-7-3-2-6-19(20)21(24-26)15-16-8-10-17(23)11-9-16/h2-3,6-11,18H,4-5,12-15H2,1H3";"False";"0"
"CHEMBL1909452";"APRAMYCIN";"47657|APRAMICINA|APRAMYCIN|APRAMYCINE|EBL-1003|EL-857|NEBRAMYCIN FACTOR 2|NEBRAMYCIN II|NSC-758938";"47657|EBL-1003|EL-857|NSC-758938";"2.0";"";"'-mycin'";"1972";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)OC2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)OC2[C@@H]1O";"InChI=1S/C21H41N5O11/c1-26-11-14(30)18-8(33-20(11)37-21-16(32)13(29)10(25)9(4-27)34-21)3-7(24)19(36-18)35-17-6(23)2-5(22)12(28)15(17)31/h5-21,26-32H,2-4,22-25H2,1H3/t5-,6+,7-,8?,9-,10-,11+,12+,13+,14-,15-,16-,17-,18?,19+,20-,21-/m1/s1";"False";"0"
"CHEMBL1512580";"XALIPRODEN";"SR 57746|SR-57746|SR57746|XALIPRODEN|XALIPRODENE|XALIPRODENO";"SR 57746|SR-57746|SR57746";"3.0";"";"";"1999";"";"";"";"N07XX03";"N07XX - Other nervous system drugs";"N07X - OTHER NERVOUS SYSTEM DRUGS";"N07 - OTHER NERVOUS SYSTEM DRUGS";"N - NERVOUS SYSTEM";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1";"InChI=1S/C24H22F3N/c25-24(26,27)23-7-3-6-22(17-23)20-11-14-28(15-12-20)13-10-18-8-9-19-4-1-2-5-21(19)16-18/h1-9,11,16-17H,10,12-15H2";"False";"0"
"CHEMBL1257073";"TECOVIRIMAT";"SIGA-246|ST 246|ST-246|TECOVIRIMAT|TPOXX";"SIGA-246|ST 246|ST-246";"4.0";"Siga Technologies Inc";"'-vir-'";"2008";"antivirals: antiviral, disrupts viral maturation";"'-vir-(-vir- (-virimat))'";"2018";"J05AX24";"J05AX - Other antivirals";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"US-7737168-B2";"1:Synthetic Small Molecule";"1";"1";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1";"InChI=1S/C19H15F3N2O3/c20-19(21,22)9-3-1-8(2-4-9)16(25)23-24-17(26)14-10-5-6-11(13-7-12(10)13)15(14)18(24)27/h1-6,10-15H,7H2,(H,23,25)/t10-,11+,12+,13-,14-,15+";"False";"0"
"CHEMBL1088751";"PH-797804";"PH-797804|PHA-797804";"PHA-797804";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1";"InChI=1S/C22H19BrF2N2O3/c1-12-4-5-14(21(28)26-3)9-18(12)27-13(2)8-19(20(23)22(27)29)30-11-15-6-7-16(24)10-17(15)25/h4-10H,11H2,1-3H3,(H,26,28)";"False";"0"
"CHEMBL612";"DEXTROAMPHETAMINE";"AMFETAMINE, (S)-|AMPHETAMINE, D-|D-AMPHETAMINE|DEXAMFETAMINE|DEXAMPHETAMINE|DEXANFETAMINA|DEXIDRINE|DEXTROAMPHETAMINE|DEXTROAMPHETAMINE RESIN COMPLEX|NSC-73713|XELSTRYM";"NSC-73713";"4.0";"Granules Pharmaceuticals Inc|Tris Pharma Inc|Alkem Laboratories Ltd|Teva Pharmaceuticals Usa|Impax Laboratories Inc|Purepac Pharmaceutical Co|Aurolife Pharma Llc|Teva Pharmaceuticals Usa Inc|Ascent Pharmaceuticals Inc|Shire Development Inc";"";"1964";"";"";"1955";"N06BA02";"N06BA - Centrally acting sympathomimetics";"N06B - PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"US-8591941-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"1";"1";"Prescription Only";"C[C@H](N)Cc1ccccc1";"InChI=1S/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3/t8-/m0/s1";"False";"0"
"CHEMBL2364638";"UBROGEPANT";"MK-1602|UBRELVY|UBROGEPANT|UBROGEPANT ANHYDROUS|Ubrogepant";"MK-1602";"4.0";"Abbvie Inc";"'-gepant'";"2013";"calcitonin gene-related peptide receptor antagonists";"'-gepant(-gepant)'";"2019";"N02CD04";"N02CD - Calcitonin gene-related peptide (CGRP) antagonists";"N02C - ANTIMIGRAINE PREPARATIONS";"N02 - ANALGESICS";"N - NERVOUS SYSTEM";"US-8754096-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F";"InChI=1S/C29H26F3N5O3/c1-16-20(17-6-3-2-4-7-17)11-22(26(39)37(16)15-29(30,31)32)35-25(38)19-10-18-12-28(13-23(18)34-14-19)21-8-5-9-33-24(21)36-27(28)40/h2-10,14,16,20,22H,11-13,15H2,1H3,(H,35,38)(H,33,36,40)/t16-,20-,22+,28+/m1/s1";"False";"0"
"CHEMBL590799";"CAMOSTAT";"CAMOSTAT";"";"3.0";"";"'-stat'";"";"enzyme inhibitors: proteolytic enzyme inhibitors";"'-stat(-stat (-amostat))'";"";"B02AB04";"B02AB - Proteinase inhibitors";"B02A - ANTIFIBRINOLYTICS";"B02 - ANTIHEMORRHAGICS";"B - BLOOD AND BLOOD FORMING ORGANS";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1";"InChI=1S/C20H22N4O5/c1-24(2)17(25)12-28-18(26)11-13-3-9-16(10-4-13)29-19(27)14-5-7-15(8-6-14)23-20(21)22/h3-10H,11-12H2,1-2H3,(H4,21,22,23)";"False";"0"
"CHEMBL2338801";"LUVADAXISTAT";"LUVADAXISTAT|TAK-831|TAK831";"TAK-831|TAK831";"2.0";"";"'-stat'";"";"enzyme inhibitors: D-amino acid oxidase (DAAO) inhibitors";"'-stat(-stat (-daxistat))'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=c1[nH]nc(CCc2ccc(C(F)(F)F)cc2)cc1O";"InChI=1S/C13H11F3N2O2/c14-13(15,16)9-4-1-8(2-5-9)3-6-10-7-11(19)12(20)18-17-10/h1-2,4-5,7H,3,6H2,(H,17,19)(H,18,20)";"False";"0"
"CHEMBL107367";"FARGLITAZAR";"FARGLITAZAR|G1-262570|GI-262570|GI-262570X|GI262570|GI262570X|farglitazar";"G1-262570|GI-262570|GI-262570X|GI262570X";"2.0";"";"'-glitazar'";"2000";"peroxisome proliferator activating receptor (PPAR) agonists (not thiazolidene derivatives)";"'-glitazar(-glitazar)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1";"InChI=1S/C34H30N2O5/c1-23-29(36-33(41-23)26-12-6-3-7-13-26)20-21-40-27-18-16-24(17-19-27)22-31(34(38)39)35-30-15-9-8-14-28(30)32(37)25-10-4-2-5-11-25/h2-19,31,35H,20-22H2,1H3,(H,38,39)/t31-/m0/s1";"False";"0"
"CHEMBL2105735";"ASUNAPREVIR";"ASUNAPREVIR|BMS 650032|BMS-650032|BMS650032|SUNVEPRA";"BMS 650032|BMS-650032|BMS650032";"4.0";"";"'-vir'";"2011";"antivirals: serine protease inhibitors";"'-vir(-vir (-previr))'";"2014";"J05AP06";"J05AP - Antivirals for treatment of HCV infections";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Unknown";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1";"InChI=1S/C35H46ClN5O9S/c1-9-19-16-35(19,31(44)40-51(46,47)22-11-12-22)39-28(42)25-15-21(49-29-24-14-20(36)10-13-23(24)26(48-8)17-37-29)18-41(25)30(43)27(33(2,3)4)38-32(45)50-34(5,6)7/h9-10,13-14,17,19,21-22,25,27H,1,11-12,15-16,18H2,2-8H3,(H,38,45)(H,39,42)(H,40,44)/t19-,21-,25+,27-,35-/m1/s1";"False";"0"
